subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,1,matter,ˈmætə(r),问题；事情,n.,What is the matter?,怎么了？
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,2,sore,sɔː(r),疼痛的,adj.,I have a sore throat.,我嗓子疼。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,3,stomach,ˈstʌmək,胃；肚子,n.,I have a stomachache.,我肚子疼。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,4,foot,fʊt,脚,n.,My foot hurts.,我的脚疼。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,5,neck,nek,脖子,n.,My neck is sore.,我脖子疼。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,6,throat,θrəʊt,喉咙,n.,I have a sore throat.,我喉咙痛。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,7,fever,ˈfiːvə(r),发烧,n.,He has a high fever.,他发高烧。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,8,cough,kɒf,咳嗽,v./n.,He coughs badly.,他咳嗽得厉害。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,9,toothache,ˈtuːθeɪk,牙痛,n.,She has a toothache.,她牙痛。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,10,headache,ˈhedeɪk,头痛,n.,I have a headache.,我头痛。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,11,rest,rest,休息,v./n.,You should have a rest.,你应该休息一下。
英语,词汇,人教版 PEP,八年级下册,Unit 1 What's the matter?,12,hurt,hɜːt,受伤；疼痛,v.,Did you hurt yourself?,你受伤了吗？
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,1,volunteer,ˌvɒlənˈtɪə(r),志愿者,n.,He is a volunteer.,他是一名志愿者。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,2,notice,ˈnəʊtɪs,注意到；通知,v./n.,I noticed him leave.,我注意到他离开了。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,3,lonely,ˈləʊnli,孤独的,adj.,The old man feels lonely.,这位老人感到孤独。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,4,several,ˈsevrəl,几个；数个,adj.,I read several books.,我读了几本书。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,5,strong,strɒŋ,强壮的；强烈的,adj.,He has a strong feeling.,他有一种强烈的感觉。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,6,feeling,ˈfiːlɪŋ,感觉；感受,n.,It is a good feeling.,那是一种很好的感觉。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,7,joy,dʒɔɪ,快乐；喜悦,n.,Her eyes are full of joy.,她的眼里满是喜悦。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,8,owner,ˈəʊnə(r),主人,n.,Who is the owner of the dog?,谁是这只狗的主人？
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,9,journey,ˈdʒɜːni,旅程,n.,The journey was long.,旅程很漫长。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,10,raise,reɪz,筹集；举起,v.,We raise money for the sick kids.,我们为生病的孩子筹款。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,11,repair,rɪˈpeə(r),修理,v.,He repairs bikes for free.,他免费修自行车。
英语,词汇,人教版 PEP,八年级下册,Unit 2 I'll help to clean up the city parks.,12,imagine,ɪˈmædʒɪn,想象,v.,Imagine your future.,想象你的未来。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,1,rubbish,ˈrʌbɪʃ,垃圾,n.,Take out the rubbish.,把垃圾倒了。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,2,fold,fəʊld,折叠,v.,Fold your clothes, please.,请把衣服叠好。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,3,sweep,swiːp,打扫；清扫,v.,I sweep the floor every day.,我每天扫地。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,4,floor,flɔː(r),地板,n.,The floor is dirty.,地板很脏。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,5,mess,mes,杂乱,n.,What a mess your room is!,你的房间真乱！
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,6,throw,θrəʊ,扔；抛,v.,Do not throw things around.,不要乱扔东西。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,7,shirt,ʃɜːt,衬衫,n.,My shirt is clean.,我的衬衫很干净。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,8,pass,pɑːs,递；通过,v.,Pass me the salt, please.,请把盐递给我。
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,9,borrow,ˈbɒrəʊ,借（入）,v.,Can I borrow your bike?,我能借你的自行车吗？
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,10,lend,lend,借（出）,v.,Can you lend me your pen?,你能把钢笔借给我吗？
英语,词汇,人教版 PEP,八年级下册,Unit 3 Could you please clean your room?,11,finger,ˈfɪŋɡə(r),手指,n.,She wears a ring on her finger.,她手指上戴着戒指。
