subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,1,school,skuːl,学校,n.,My school is beautiful.,我的学校很美。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,2,first floor,ˌfɜːst ˈflɔː,一楼,n.,The library is on the first floor.,图书馆在一楼。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,3,second floor,ˌsekənd ˈflɔː,二楼,n.,My classroom is on the second floor.,我的教室在二楼。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,4,teachers' office,ˈtiːtʃəz ˈɒfɪs,教师办公室,n.,The teachers' office is big.,教师办公室很大。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,5,library,ˈlaɪbrəri,图书馆,n.,I read in the library.,我在图书馆看书。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,6,playground,ˈpleɪɡraʊnd,操场,n.,We play on the playground.,我们在操场上玩。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,7,computer room,kəmˈpjuːtə ruːm,计算机房,n.,The computer room is new.,计算机房是新的。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,8,art room,ɑːt ruːm,美术教室,n.,We draw in the art room.,我们在美术教室画画。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,9,music room,ˈmjuːzɪk ruːm,音乐教室,n.,We sing in the music room.,我们在音乐教室唱歌。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,10,gym,dʒɪm,体育馆,n.,The gym is big.,体育馆很大。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,11,next to,ˈnekst tə,紧邻,prep.,The library is next to the gym.,图书馆紧邻体育馆。
英语,词汇,人教版 PEP,四年级下册,Unit 1 My school,12,way,weɪ,路；方向,n.,"This way, please.",请走这边。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,1,time,taɪm,时间,n.,What time is it?,几点了？
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,2,o'clock,əˈklɒk,……点钟,adv.,It is seven o'clock.,七点了。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,3,breakfast,ˈbrekfəst,早餐,n.,I have breakfast at seven.,我七点吃早餐。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,4,lunch,lʌntʃ,午餐,n.,Lunch is at twelve.,午餐在十二点。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,5,dinner,ˈdɪnə(r),晚餐,n.,We have dinner at six.,我们六点吃晚餐。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,6,English class,ˈɪŋɡlɪʃ klɑːs,英语课,n.,I like English class.,我喜欢英语课。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,7,music class,ˈmjuːzɪk klɑːs,音乐课,n.,Music class is fun.,音乐课很有趣。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,8,PE class,ˌpiː ˈiː klɑːs,体育课,n.,We run in PE class.,我们在体育课上跑步。
英语,词汇,人教版 PEP,四年级下册,Unit 2 What time is it?,9,get up,ɡet ʌp,起床,phr.,I get up at six thirty.,我六点半起床。
