subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,1,hello,həˈləʊ,你好,int.,"Hello, everyone!",大家好！
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,2,hi,haɪ,嗨,int.,"Hi, Li Ming!",嗨，李明！
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,3,good,ɡʊd,好的,adj.,"Good morning, teacher.",老师，早上好。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,4,morning,ˈmɔːnɪŋ,早晨；上午,n.,Good morning!,早上好！
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,5,class,klɑːs,班级；同学们,n.,"Good morning, class.",同学们，早上好。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,6,my,maɪ,我的,pron.,My name is Anna.,我的名字叫安娜。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,7,name,neɪm,名字,n.,What is your name?,你叫什么名字？
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,8,is,ɪz,是（be 动词第三人称单数）,v.,She is my friend.,她是我的朋友。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,9,am,æm,是（用于 I）,v.,I am a student.,我是一名学生。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,10,are,ɑː(r),是（用于 you/we/they）,v.,You are my friend.,你是我的朋友。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,11,you,juː,你；你们,pron.,Nice to meet you.,见到你很高兴。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,12,your,jɔː(r),你的；你们的,pron.,Is this your book?,这是你的书吗？
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,13,I,aɪ,我,pron.,I am Li Hua.,我是李华。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,14,nice,naɪs,令人愉快的,adj.,Nice to meet you.,见到你很高兴。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,15,meet,miːt,遇见；结识,v.,"Nice to meet you, too.",见到你也很高兴。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,16,too,tuː,也,adv.,"Nice to meet you, too.",见到你也很高兴。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,17,goodbye,ˌɡʊdˈbaɪ,再见,int.,"Goodbye, my friend.",再见，我的朋友。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 1 Hello!,18,thank,θæŋk,感谢,v.,Thank you very much.,非常感谢你。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,1,keep,kiːp,保持,v.,Please keep your room tidy.,请保持房间整洁。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,2,tidy,ˈtaɪdi,整洁的,adj.,My room is very tidy.,我的房间很整洁。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,3,room,ruːm,房间,n.,This is my room.,这是我的房间。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,4,desk,desk,书桌,n.,The desk is near the window.,书桌在窗边。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,5,chair,tʃeə(r),椅子,n.,The chair is blue.,椅子是蓝色的。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,6,book,bʊk,书,n.,I have a new book.,我有一本新书。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,7,pen,pen,钢笔,n.,This pen is black.,这支钢笔是黑色的。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,8,pencil,ˈpensl,铅笔,n.,The pencil is on the desk.,铅笔在书桌上。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,9,ruler,ˈruːlə(r),尺子,n.,My ruler is long.,我的尺子很长。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,10,eraser,ɪˈreɪzə(r),橡皮,n.,I need an eraser.,我需要一块橡皮。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,11,schoolbag,ˈskuːlbæɡ,书包,n.,My schoolbag is heavy.,我的书包很重。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,12,put,pʊt,放；放置,v.,Put the book on the desk.,把书放在书桌上。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,13,on,ɒn,在……上,prep.,The pen is on the desk.,钢笔在书桌上。
英语,词汇,人教版 PEP,七年级上册,Starter Unit 2 Keep Tidy!,14,in,ɪn,在……里,prep.,The book is in the schoolbag.,书在书包里。
