subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,1,classroom,ˈklɑːsruːm,教室,n.,Our classroom is big.,我们的教室很大。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,2,window,ˈwɪndəʊ,窗户,n.,The window is open.,窗户开着。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,3,blackboard,ˈblækbɔːd,黑板,n.,The blackboard is clean.,黑板很干净。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,4,light,laɪt,灯,n.,Turn on the light.,打开灯。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,5,picture,ˈpɪktʃə(r),图画,n.,The picture is beautiful.,这幅画很美。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,6,door,dɔː(r),门,n.,Close the door, please.,请关门。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,7,floor,flɔː(r),地板,n.,The floor is clean.,地板很干净。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,8,wall,wɔːl,墙,n.,The wall is white.,墙是白色的。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,9,computer,kəmˈpjuːtə(r),电脑,n.,The computer is new.,这台电脑是新的。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,10,fan,fæn,风扇,n.,The fan is on.,风扇开着。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,11,teacher's desk,ˈtiːtʃəz desk,讲台,n.,The book is on the teacher's desk.,书在讲台上。
英语,词汇,人教版 PEP,四年级上册,Unit 1 My classroom,12,clean,kliːn,打扫；干净的,v./adj.,Let us clean the classroom.,我们打扫教室吧。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,1,schoolbag,ˈskuːlbæɡ,书包,n.,My schoolbag is blue.,我的书包是蓝色的。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,2,notebook,ˈnəʊtbʊk,笔记本,n.,I have a new notebook.,我有一个新笔记本。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,3,storybook,ˈstɔːribʊk,故事书,n.,This storybook is fun.,这本故事书很有趣。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,4,candy,ˈkændi,糖果,n.,I like candy.,我喜欢糖果。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,5,toy,tɔɪ,玩具,n.,The toy is in my schoolbag.,玩具在我的书包里。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,6,key,kiː,钥匙,n.,I lost my key.,我丢了我的钥匙。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,7,pencil box,ˈpensl bɒks,铅笔盒,n.,My pencil box is big.,我的铅笔盒很大。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,8,maths book,mæθs bʊk,数学书,n.,The maths book is thick.,数学书很厚。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,9,English book,ˈɪŋɡlɪʃ bʊk,英语书,n.,I read my English book every day.,我每天读英语书。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,10,Chinese book,tʃaɪˈniːz bʊk,语文书,n.,The Chinese book is interesting.,语文书很有趣。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,11,lost,lɒst,丢失（lose 过去式）,v.,I lost my schoolbag.,我丢了我的书包。
英语,词汇,人教版 PEP,四年级上册,Unit 2 My schoolbag,12,heavy,ˈhevi,重的,adj.,My schoolbag is heavy.,我的书包很重。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,1,friend,frend,朋友,n.,He is my good friend.,他是我的好朋友。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,2,tall,tɔːl,高的,adj.,My friend is tall.,我的朋友很高。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,3,strong,strɒŋ,强壮的,adj.,He is strong.,他很强壮。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,4,thin,θɪn,瘦的,adj.,She is thin.,她很瘦。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,5,quiet,ˈkwaɪət,安静的,adj.,She is a quiet girl.,她是一个安静的女孩。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,6,hair,heə(r),头发,n.,Her hair is long.,她的头发很长。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,7,glasses,ˈɡlɑːsɪz,眼镜,n.,He wears glasses.,他戴眼镜。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,8,shoe,ʃuː,鞋,n.,His shoes are new.,他的鞋是新的。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,9,his,hɪz,他的,pron.,His name is Bob.,他的名字叫鲍勃。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,10,her,hɜː(r),她的,pron.,Her name is Lily.,她的名字叫莉莉。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,11,friendly,ˈfrendli,友好的,adj.,My friends are friendly.,我的朋友们很友好。
英语,词汇,人教版 PEP,四年级上册,Unit 3 My friends,12,helpful,ˈhelpfl,乐于助人的,adj.,He is very helpful.,他很乐于助人。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,1,home,həʊm,家,n.,Welcome to my home.,欢迎来我家。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,2,bedroom,ˈbedruːm,卧室,n.,My bedroom is small.,我的卧室很小。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,3,living room,ˈlɪvɪŋ ruːm,客厅,n.,The living room is big.,客厅很大。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,4,kitchen,ˈkɪtʃɪn,厨房,n.,Mum is in the kitchen.,妈妈在厨房里。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,5,bathroom,ˈbɑːθruːm,浴室,n.,The bathroom is clean.,浴室很干净。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,6,study,ˈstʌdi,书房,n.,I read in the study.,我在书房看书。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,7,bed,bed,床,n.,The bed is soft.,床很软。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,8,sofa,ˈsəʊfə,沙发,n.,The sofa is in the living room.,沙发在客厅里。
英语,词汇,人教版 PEP,四年级上册,Unit 4 My home,9,phone,fəʊn,电话,n.,The phone is on the table.,电话在桌子上。
